epoch,step,train/loss,train/lr,val/R@1,val/R@10,val/R@5,val/mAP@10
8,4799,0.16279470920562744,1.1065835678891744e-05,,,,
8,4849,0.1531052589416504,1.089264787879074e-05,,,,
8,4899,0.0754922479391098,1.0719202691689134e-05,,,,
8,4949,0.1285092830657959,1.0545552868279628e-05,,,,
8,4999,0.07385637611150742,1.0371752068749629e-05,,,,
8,5049,0.07792267203330994,1.0197852134297136e-05,,,,
8,5099,0.19002360105514526,1.0023907634604257e-05,,,,
8,5149,0.13767597079277039,9.849970410868991e-06,,,,
8,5199,0.16939041018486023,9.676095032773446e-06,,,,
8,5249,0.15290169417858124,9.502334251010325e-06,,,,
8,5299,0.07054366171360016,9.328739906777628e-06,,,,
8,5349,0.08760933578014374,9.155366569757462e-06,,,,
8,5390,,,0.15004785358905792,0.5307177305221558,0.40114831924438477,0.25677961111068726
9,5399,0.1907423436641693,8.982266081147827e-06,,,,
9,5449,0.10743209719657898,8.809493010630831e-06,,,,
9,5499,0.05776399374008179,8.637098289909773e-06,,,,
9,5549,0.06358225643634796,8.465135579172056e-06,,,,
9,5599,0.05555974692106247,8.293656719615683e-06,,,,
9,5649,0.2771417796611786,8.122715371428058e-06,,,,
9,5699,0.1102617010474205,7.95236246631248e-06,,,,
9,5749,0.09064745157957077,7.78265075496165e-06,,,,
9,5799,0.20268714427947998,7.613632533320924e-06,,,,
9,5849,0.22501440346240997,7.445358733093599e-06,,,,
9,5899,0.08897648006677628,7.277880740730325e-06,,,,
9,5949,0.02368852123618126,7.111249942681752e-06,,,,
9,5989,,,0.14181818068027496,0.5284210443496704,0.3879425823688507,0.24809804558753967
10,5999,0.26626941561698914,6.945517725398531e-06,,,,
10,6049,0.021159473806619644,6.780734111089259e-06,,,,
10,6099,0.08362999558448792,6.616949576709885e-06,,,,
10,6149,0.23991882801055908,6.454214144469006e-06,,,,
10,6199,0.16383008658885956,6.292577836575219e-06,,,,
10,6249,0.10164879262447357,6.132090220489772e-06,,,,
10,6299,0.1490357518196106,5.972799499431858e-06,,,,
10,6349,0.17661261558532715,5.8147552408627234e-06,,,,
10,6399,0.14719459414482117,5.658005193254212e-06,,,,
10,6449,0.008848238736391068,5.502597559825517e-06,,,,
10,6499,0.06364992260932922,5.348579634301132e-06,,,,
10,6549,0.05515506863594055,5.195998710405547e-06,,,,
10,6588,,,0.1464114785194397,0.5318660140037537,0.4019138813018799,0.25467243790626526
11,6599,0.057824552059173584,5.044901627115905e-06,,,,
11,6649,0.09465745091438293,4.895333859167295e-06,,,,
11,6699,0.03843691945075989,4.747341336042155e-06,,,,
11,6749,0.044679902493953705,4.600969532475574e-06,,,,
11,6799,0.053893137723207474,4.45626346845529e-06,,,,
11,6849,0.10391762852668762,4.313266799726989e-06,,,,
11,6899,0.07004000246524811,4.172023182036355e-06,,,,
11,6949,0.07991465926170349,4.0325762711290736e-06,,,,
11,6999,0.04526121914386749,3.894968358508777e-06,,,,
11,7049,0.06441347301006317,3.7592417356790975e-06,,,,
11,7099,0.05020418018102646,3.6254375572752906e-06,,,,
11,7149,0.05274135619401932,3.4935969779326115e-06,,,,
11,7187,,,0.14468899369239807,0.5230622291564941,0.3927272856235504,0.2501167356967926
12,7199,0.08822716772556305,3.3637602427916136e-06,,,,
12,7249,0.10368119180202484,3.2359671422454994e-06,,,,
12,7299,0.020305657759308815,3.1102563298190944e-06,,,,
12,7349,0.028888816013932228,2.9866666864108993e-06,,,,
12,7399,0.03561133146286011,2.865235728677362e-06,,,,
12,7449,0.02081124857068062,2.746000745901256e-06,,,,
12,7499,0.13847261667251587,2.6289978904969757e-06,,,,
12,7549,0.0014737232122570276,2.514263087505242e-06,,,,
12,7599,0.1656404435634613,2.401831579845748e-06,,,,
12,7649,0.04201837256550789,2.2917374735698104e-06,,,,
12,7699,0.04760134592652321,2.184014419981395e-06,,,,
12,7749,0.023113777860999107,2.078695615637116e-06,,,,
12,7786,,,0.1552153080701828,0.5368421077728271,0.4026794135570526,0.26047807931900024
13,7799,0.028071371838450432,1.975812892851536e-06,,,,
13,7849,0.05732594430446625,1.8753979702523793e-06,,,,
13,7899,0.155462384223938,1.7774814295989927e-06,,,,
13,7949,0.19465157389640808,1.682093170529697e-06,,,,
13,7999,0.059115372598171234,1.5892622968749492e-06,,,,
13,8049,0.09597767144441605,1.4990173440310173e-06,,,,
13,8099,0.06273003667593002,1.4113858242126298e-06,,,,
13,8149,0.06049554422497749,1.3263944538266514e-06,,,,
13,8199,0.013402090407907963,1.2440692671589204e-06,,,,
13,8249,0.06799803674221039,1.164435502687411e-06,,,,
13,8299,0.04548260569572449,1.08751726202172e-06,,,,
13,8349,0.04848850518465042,1.0133383057109313e-06,,,,
13,8385,,,0.15655502676963806,0.5452631711959839,0.4126315712928772,0.26491522789001465
14,8399,0.008396782912313938,9.419211437489139e-07,,,,
14,8449,0.023202870041131973,8.73287717695348e-07,,,,
14,8499,0.04071544483304024,8.074588890849554e-07,,,,
14,8549,0.06696180999279022,7.444548941748508e-07,,,,
14,8599,0.024144161492586136,6.842948891971901e-07,,,,
14,8649,0.10729868710041046,6.26997348263103e-07,,,,
14,8699,0.03044603392481804,5.725796654587612e-07,,,,
14,8749,0.021006248891353607,5.210586095927283e-07,,,,
14,8799,0.1117340549826622,4.7244981260519125e-07,,,,
14,8849,0.08116836845874786,4.2676819589360093e-07,,,,
14,8899,0.04023050516843796,3.840277145172877e-07,,,,
14,8949,0.19593368470668793,3.4424141404088004e-07,,,,
14,8984,,,0.15885166823863983,0.5464114546775818,0.4114832580089569,0.26708945631980896
15,8999,0.051158055663108826,3.0742145895601425e-07,,,,
15,9049,0.008283530361950397,2.7357910425962473e-07,,,,
15,9099,0.0448521226644516,2.4272469545394415e-07,,,,
15,9149,0.06938017159700394,2.148676685465034e-07,,,,
15,9199,0.05732320249080658,1.900165216284222e-07,,,,
15,9249,0.0003138667671009898,1.6817885750697315e-07,,,,
15,9299,0.05164661258459091,1.4936134107301768e-07,,,,
15,9349,0.13313663005828857,1.3356974193357019e-07,,,,
15,9399,0.0026741232722997665,1.208088775683791e-07,,,,
15,9449,0.026613857597112656,1.1108264885706376e-07,,,,
15,9499,0.013131307438015938,1.0439402586825963e-07,,,,
15,9549,0.02652759850025177,1.0074505496504571e-07,,,,
15,9583,,,0.15866029262542725,0.5458373427391052,0.41205742955207825,0.26660439372062683
16,9599,0.12442941218614578,1.0000000116860974e-07,,,,
16,9649,0.08432374149560928,1.0000000116860974e-07,,,,
16,9699,0.07648881524801254,1.0000000116860974e-07,,,,
16,9749,0.00490098912268877,1.0000000116860974e-07,,,,
16,9799,0.08301816135644913,1.0000000116860974e-07,,,,
16,9849,0.1806749850511551,1.0000000116860974e-07,,,,
16,9899,0.00310952914878726,1.0000000116860974e-07,,,,
16,9949,0.1314375102519989,1.0000000116860974e-07,,,,
16,9999,0.013650568202137947,1.0000000116860974e-07,,,,
16,10049,0.012097693979740143,1.0000000116860974e-07,,,,
16,10099,0.06231025978922844,1.0000000116860974e-07,,,,
16,10149,0.007083759643137455,1.0000000116860974e-07,,,,
16,10182,,,0.16153110563755035,0.5456459522247314,0.4156937897205353,0.26848188042640686
17,10199,0.01828165166079998,1.0000000116860974e-07,,,,
17,10249,0.08246012777090073,1.0000000116860974e-07,,,,
17,10299,0.01319423969835043,1.0000000116860974e-07,,,,
17,10349,0.09637283533811569,1.0000000116860974e-07,,,,
17,10399,0.07451795041561127,1.0000000116860974e-07,,,,
17,10449,0.012211527675390244,1.0000000116860974e-07,,,,
17,10499,0.0045322393998503685,1.0000000116860974e-07,,,,
17,10549,0.026599105447530746,1.0000000116860974e-07,,,,
17,10599,0.11720307171344757,1.0000000116860974e-07,,,,
17,10649,0.004890951793640852,1.0000000116860974e-07,,,,
17,10699,0.08288237452507019,1.0000000116860974e-07,,,,
17,10749,0.0725262314081192,1.0000000116860974e-07,,,,
17,10781,,,0.16076554358005524,0.5454545617103577,0.4155023992061615,0.2681145966053009
18,10799,0.10087345540523529,1.0000000116860974e-07,,,,
18,10849,0.06883039325475693,1.0000000116860974e-07,,,,
18,10899,0.03656132519245148,1.0000000116860974e-07,,,,
18,10949,0.007203020621091127,1.0000000116860974e-07,,,,
18,10999,0.054919250309467316,1.0000000116860974e-07,,,,
18,11049,0.01636311411857605,1.0000000116860974e-07,,,,
18,11099,0.12866505980491638,1.0000000116860974e-07,,,,
18,11149,0.03927232325077057,1.0000000116860974e-07,,,,
18,11199,0.038973599672317505,1.0000000116860974e-07,,,,
18,11249,0.009371619671583176,1.0000000116860974e-07,,,,
18,11299,0.09371140599250793,1.0000000116860974e-07,,,,
18,11349,0.11877132952213287,1.0000000116860974e-07,,,,
18,11380,,,0.15942583978176117,0.5444976091384888,0.4143540561199188,0.26738908886909485
19,11399,0.00927509181201458,1.0000000116860974e-07,,,,
19,11449,0.004403615370392799,1.0000000116860974e-07,,,,
19,11499,0.002271813340485096,1.0000000116860974e-07,,,,
19,11549,0.004360334016382694,1.0000000116860974e-07,,,,
19,11599,0.18562892079353333,1.0000000116860974e-07,,,,
19,11649,0.01189346145838499,1.0000000116860974e-07,,,,
19,11699,0.1505226343870163,1.0000000116860974e-07,,,,
19,11749,0.047109633684158325,1.0000000116860974e-07,,,,
19,11799,0.03454708307981491,1.0000000116860974e-07,,,,
19,11849,0.002202206291258335,1.0000000116860974e-07,,,,
19,11899,0.10340414941310883,1.0000000116860974e-07,,,,
19,11949,0.003556809388101101,1.0000000116860974e-07,,,,
19,11979,,,0.16038277745246887,0.5464114546775818,0.4135885238647461,0.26780009269714355
