epoch,step,train/loss,train/lr,val/R@1,val/R@10,val/R@5,val/mAP@10
0,49,3.555166482925415,1.727879748614214e-06,,,,
0,99,3.4743380546569824,3.388981667740154e-06,,,,
0,149,3.460237979888916,5.0500834731792565e-06,,,,
0,199,3.1373989582061768,6.7111855059920345e-06,,,,
0,249,2.714413642883301,8.372287084057461e-06,,,,
0,299,2.224100351333618,1.003338911687024e-05,,,,
0,349,1.918839931488037,1.1694491149683017e-05,,,,
0,399,2.237362861633301,1.3355592273001093e-05,,,,
0,449,1.681586742401123,1.5016694305813871e-05,,,,
0,499,1.3461380004882812,1.6677795429131947e-05,,,,
0,549,0.8738189935684204,1.8338898371439427e-05,,,,
0,598,,,0.05511961877346039,0.33818182349205017,0.21588516235351562,0.12404944002628326
1,599,1.1693754196166992,1.9999999494757503e-05,,,,
1,649,1.3963725566864014,1.999847881961614e-05,,,,
1,699,1.2605806589126587,1.999391861318145e-05,,,,
1,749,0.9678398370742798,1.9986318875453435e-05,,,,
1,799,0.8362380266189575,1.99756814254215e-05,,,,
1,849,1.3962116241455078,1.9962009901064448e-05,,,,
1,899,1.5232956409454346,1.9945311578339897e-05,,,,
1,949,1.2745578289031982,1.9925586457247846e-05,,,,
1,999,0.6550437211990356,1.9902843632735312e-05,,,,
1,1049,0.6646110415458679,1.987709038075991e-05,,,,
1,1099,0.923918604850769,1.9848333977279253e-05,,,,
1,1149,1.4627597332000732,1.9816581698250957e-05,,,,
1,1197,,,0.10258372873067856,0.4422966539859772,0.30392345786094666,0.189975768327713
2,1199,0.703237771987915,1.978184445761144e-05,,,,
2,1249,0.6914564371109009,1.974413316929713e-05,,,,
2,1299,0.5114668011665344,1.9703460566233844e-05,,,,
2,1349,0.6474794149398804,1.9659835743368603e-05,,,,
2,1399,0.5706194639205933,1.961327507160604e-05,,,,
2,1449,0.7589955925941467,1.9563789464882575e-05,,,,
2,1499,0.7252647876739502,1.9511398932081647e-05,,,,
2,1549,1.1343357563018799,1.9456114387139678e-05,,,,
2,1599,0.7871185541152954,1.939795765792951e-05,,,,
2,1649,0.45748794078826904,1.9336941477376968e-05,,,,
2,1699,0.7664158344268799,1.9273087673354894e-05,,,,
2,1749,0.708790123462677,1.9206416254746728e-05,,,,
2,1796,,,0.12593302130699158,0.4972248673439026,0.3477512001991272,0.2241537868976593
3,1799,0.5155754089355469,1.9136945411446504e-05,,,,
3,1849,0.7313706874847412,1.9064696971327066e-05,,,,
3,1899,0.44320347905158997,1.898969458125066e-05,,,,
3,1949,0.6852624416351318,1.8911958250100724e-05,,,,
3,1999,0.6337918043136597,1.8831515262718312e-05,,,,
3,2049,0.4319266676902771,1.8748387446976267e-05,,,,
3,2099,0.6348466277122498,1.8662600268726237e-05,,,,
3,2149,0.5795947313308716,1.857418283179868e-05,,,,
3,2199,0.7836030721664429,1.8483158783055842e-05,,,,
3,2249,0.953019380569458,1.838955722632818e-05,,,,
3,2299,0.4645876884460449,1.829340726544615e-05,,,,
3,2349,0.4570346176624298,1.8194738004240207e-05,,,,
3,2395,,,0.12421052902936935,0.5041148066520691,0.3548325300216675,0.22528761625289917
4,2399,0.46977436542510986,1.8093580365530215e-05,,,,
4,2449,0.40198999643325806,1.798996345314663e-05,,,,
4,2499,0.535570502281189,1.7883920008898713e-05,,,,
4,2549,0.6989117860794067,1.7775480955606326e-05,,,,
4,2599,0.2678811252117157,1.766468267305754e-05,,,,
