epoch,step,train/loss,train/lr,val/R@1,val/R@10,val/R@5,val/mAP@10
0,49,3.451449394226074,1.727879748614214e-06,,,,
0,99,3.3776345252990723,3.388981667740154e-06,,,,
0,149,2.7865428924560547,5.0500834731792565e-06,,,,
0,199,2.066528558731079,6.7111855059920345e-06,,,,
0,249,1.874564290046692,8.372287084057461e-06,,,,
0,299,1.6056374311447144,1.003338911687024e-05,,,,
0,349,1.7255539894104004,1.1694491149683017e-05,,,,
0,399,1.8737678527832031,1.3355592273001093e-05,,,,
0,449,1.2500176429748535,1.5016694305813871e-05,,,,
0,499,1.4902536869049072,1.6677795429131947e-05,,,,
0,549,1.4383200407028198,1.8338898371439427e-05,,,,
0,598,,,0.020095692947506905,0.14411483705043793,0.08076555281877518,0.04783117026090622
1,599,1.128068208694458,1.9999999494757503e-05,,,,
1,649,1.1191391944885254,1.999847881961614e-05,,,,
1,699,1.1089491844177246,1.999391861318145e-05,,,,
1,749,0.9832881689071655,1.9986318875453435e-05,,,,
1,799,1.156603217124939,1.99756814254215e-05,,,,
1,849,1.349548578262329,1.9962009901064448e-05,,,,
1,899,0.7144483327865601,1.9945311578339897e-05,,,,
1,949,1.1489616632461548,1.9925586457247846e-05,,,,
1,999,0.9948657751083374,1.9902843632735312e-05,,,,
1,1049,1.172149896621704,1.987709038075991e-05,,,,
1,1099,0.9826565980911255,1.9848333977279253e-05,,,,
1,1149,0.8638262748718262,1.9816581698250957e-05,,,,
1,1197,,,0.07540670037269592,0.36880382895469666,0.24382774531841278,0.15063226222991943
2,1199,0.4548768997192383,1.978184445761144e-05,,,,
2,1249,0.465051531791687,1.974413316929713e-05,,,,
2,1299,0.9175676703453064,1.9703460566233844e-05,,,,
2,1349,0.42562079429626465,1.9659835743368603e-05,,,,
2,1399,0.6821854710578918,1.961327507160604e-05,,,,
2,1449,0.7289098501205444,1.9563789464882575e-05,,,,
2,1499,1.0260645151138306,1.9511398932081647e-05,,,,
2,1549,0.7027998566627502,1.9456114387139678e-05,,,,
2,1599,0.8106822967529297,1.939795765792951e-05,,,,
2,1649,0.9124363660812378,1.9336941477376968e-05,,,,
2,1699,0.535125195980072,1.9273087673354894e-05,,,,
2,1749,0.8811977505683899,1.9206416254746728e-05,,,,
2,1796,,,0.07043062150478363,0.35004785656929016,0.23023922741413116,0.14070403575897217
3,1799,0.33521437644958496,1.9136945411446504e-05,,,,
3,1849,0.46486014127731323,1.9064696971327066e-05,,,,
3,1899,0.43140876293182373,1.898969458125066e-05,,,,
3,1949,0.5732799172401428,1.8911958250100724e-05,,,,
3,1999,0.3501487374305725,1.8831515262718312e-05,,,,
3,2049,0.30941930413246155,1.8748387446976267e-05,,,,
3,2099,0.5387024879455566,1.8662600268726237e-05,,,,
3,2149,0.4441174268722534,1.857418283179868e-05,,,,
3,2199,0.6173677444458008,1.8483158783055842e-05,,,,
3,2249,0.40774378180503845,1.838955722632818e-05,,,,
3,2299,0.7078284025192261,1.829340726544615e-05,,,,
3,2349,0.3670279383659363,1.8194738004240207e-05,,,,
3,2395,,,0.08306220173835754,0.42870813608169556,0.28440192341804504,0.17214453220367432
4,2399,0.274267315864563,1.8093580365530215e-05,,,,
4,2449,0.15102560818195343,1.798996345314663e-05,,,,
4,2499,0.339303195476532,1.7883920008898713e-05,,,,
4,2549,0.2362477332353592,1.7775480955606326e-05,,,,
4,2599,0.3113985061645508,1.766468267305754e-05,,,,
4,2649,0.24960792064666748,1.7551556084072217e-05,,,,
4,2699,0.6226322650909424,1.7436137568438426e-05,,,,
4,2749,0.355805367231369,1.7318461686954834e-05,,,,
4,2799,0.19070503115653992,1.719856300042011e-05,,,,
4,2849,0.374529629945755,1.7076481526601128e-05,,,,
4,2899,0.219679057598114,1.695225182629656e-05,,,,
4,2949,0.3486306071281433,1.682591209828388e-05,,,,
4,2994,,,0.11674641072750092,0.455693781375885,0.3240191340446472,0.20540259778499603
5,2999,0.16226497292518616,1.669750054134056e-05,,,,
5,3049,0.4257965683937073,1.6567058992222883e-05,,,,
5,3099,0.27243855595588684,1.6434625649708323e-05,,,,
5,3149,0.46632856130599976,1.630024053156376e-05,,,,
5,3199,0.18046510219573975,1.616394547454547e-05,,,,
5,3249,0.12315289676189423,1.602578049642034e-05,,,,
5,3299,0.15209344029426575,1.588579107192345e-05,,,,
5,3349,0.4125429093837738,1.5744017218821682e-05,,,,
5,3399,0.21696186065673828,1.560050259286072e-05,,,,
5,3449,0.19103334844112396,1.5455290849786252e-05,,,,
5,3499,0.3971984386444092,1.5308429283322766e-05,,,,
5,3549,0.38503485918045044,1.5159959730226547e-05,,,,
5,3593,,,0.11827751249074936,0.4723444879055023,0.33033493161201477,0.21136963367462158
6,3599,0.32902511954307556,1.500992766523268e-05,,,,
6,3649,0.18726234138011932,1.4858380382065661e-05,,,,
6,3699,0.2238653302192688,1.4705363355460577e-05,,,,
6,3749,0.19391469657421112,1.455092387914192e-05,,,,
6,3799,0.22790038585662842,1.439510833733948e-05,,,,
6,3849,0.17559149861335754,1.4237964933272451e-05,,,,
6,3899,0.24336302280426025,1.4079541870160028e-05,,,,
6,3949,0.21139317750930786,1.3919887351221405e-05,,,,
6,3999,0.15191718935966492,1.3759049579675775e-05,,,,
6,4049,0.059325799345970154,1.3597078577731736e-05,,,,
6,4099,0.2363058626651764,1.3434023458103184e-05,,,,
6,4149,0.38676324486732483,1.3269933333504014e-05,,,,
6,4192,,,0.10775119811296463,0.46889951825141907,0.3291865885257721,0.20346760749816895
7,4199,0.23955292999744415,1.3104860045132227e-05,,,,
7,4249,0.035058945417404175,1.293885270570172e-05,,,,
7,4299,0.21289700269699097,1.2771962246915791e-05,,,,
7,4349,0.16193819046020508,1.2604240509972442e-05,,,,
