epoch,step,train/loss,train/lr,val/R@1,val/R@10,val/R@5,val/mAP@10
0,49,3.466309070587158,1.727879748614214e-06,,,,
0,99,3.4338924884796143,3.388981667740154e-06,,,,
0,149,2.916182518005371,5.0500834731792565e-06,,,,
0,199,2.111847400665283,6.7111855059920345e-06,,,,
0,249,1.9895172119140625,8.372287084057461e-06,,,,
0,299,1.6566516160964966,1.003338911687024e-05,,,,
0,349,1.565213918685913,1.1694491149683017e-05,,,,
0,399,1.6307682991027832,1.3355592273001093e-05,,,,
0,449,1.948414921760559,1.5016694305813871e-05,,,,
0,499,1.488708734512329,1.6677795429131947e-05,,,,
0,549,1.478064775466919,1.8338898371439427e-05,,,,
0,598,,,0.07502392679452896,0.3858373165130615,0.2612440288066864,0.1564325988292694
1,599,1.1995655298233032,1.9999999494757503e-05,,,,
1,649,0.7629855871200562,1.999847881961614e-05,,,,
1,699,1.07985520362854,1.999391861318145e-05,,,,
1,749,1.285141110420227,1.9986318875453435e-05,,,,
1,799,0.8920820355415344,1.99756814254215e-05,,,,
1,849,1.0677661895751953,1.9962009901064448e-05,,,,
1,899,1.1019504070281982,1.9945311578339897e-05,,,,
1,949,1.0426864624023438,1.9925586457247846e-05,,,,
1,999,0.826329231262207,1.9902843632735312e-05,,,,
1,1049,1.284949779510498,1.987709038075991e-05,,,,
1,1099,0.8119764924049377,1.9848333977279253e-05,,,,
1,1149,0.6923508644104004,1.9816581698250957e-05,,,,
1,1197,,,0.12401913851499557,0.49148324131965637,0.34239235520362854,0.2199096977710724
2,1199,0.6804180145263672,1.978184445761144e-05,,,,
2,1249,0.5279601812362671,1.974413316929713e-05,,,,
2,1299,0.9560135006904602,1.9703460566233844e-05,,,,
2,1349,0.48086845874786377,1.9659835743368603e-05,,,,
2,1399,0.8953468799591064,1.961327507160604e-05,,,,
