epoch,step,train/loss,train/loss_bi,train/loss_trans,train/lr,val/R@1,val/R@10,val/R@5,val/mAP@10
2,1599,1.0163828134536743,0.6449111700057983,0.7429432272911072,1.939795765792951e-05,,,,
2,1649,1.128732442855835,0.6987600326538086,0.8599448204040527,1.9336941477376968e-05,,,,
2,1699,0.7760581970214844,0.48398005962371826,0.5841562747955322,1.9273087673354894e-05,,,,
2,1749,1.3754949569702148,0.8581371307373047,1.0347156524658203,1.9206416254746728e-05,,,,
2,1796,,,,,0.09454545378684998,0.43942582607269287,0.29990431666374207,0.18359307944774628
3,1799,0.6009684801101685,0.3669520914554596,0.4680327773094177,1.9136945411446504e-05,,,,
3,1849,0.8321325778961182,0.5020115375518799,0.6602420806884766,1.9064696971327066e-05,,,,
3,1899,0.7560819387435913,0.4322126805782318,0.6477384567260742,1.898969458125066e-05,,,,
3,1949,0.649145245552063,0.3818669319152832,0.5345565676689148,1.8911958250100724e-05,,,,
3,1999,0.5365731716156006,0.33741453289985657,0.3983173370361328,1.8831515262718312e-05,,,,
3,2049,0.4441576302051544,0.2635086178779602,0.3612980246543884,1.8748387446976267e-05,,,,
3,2099,0.7323142290115356,0.4824155569076538,0.49979734420776367,1.8662600268726237e-05,,,,
3,2149,0.5952324271202087,0.34796658158302307,0.4945317208766937,1.857418283179868e-05,,,,
3,2199,0.958389163017273,0.55438232421875,0.8080137372016907,1.8483158783055842e-05,,,,
3,2249,0.5556600689888,0.3262261748313904,0.4588678181171417,1.838955722632818e-05,,,,
3,2299,0.7408075928688049,0.4646010398864746,0.5524131059646606,1.829340726544615e-05,,,,
3,2349,0.5860210657119751,0.34230998158454895,0.4874221682548523,1.8194738004240207e-05,,,,
3,2395,,,,,0.09933014214038849,0.47004786133766174,0.31693780422210693,0.1938951164484024
4,2399,0.5843691825866699,0.34934282302856445,0.4700527787208557,1.8093580365530215e-05,,,,
4,2449,0.39876237511634827,0.23502501845359802,0.3274747133255005,1.798996345314663e-05,,,,
4,2499,0.5210511684417725,0.3412221074104309,0.35965806245803833,1.7883920008898713e-05,,,,
4,2549,0.6435253620147705,0.3665774166584015,0.553895890712738,1.7775480955606326e-05,,,,
4,2599,0.3900432586669922,0.22716858983039856,0.32574930787086487,1.766468267305754e-05,,,,
4,2649,0.45121315121650696,0.28908413648605347,0.324258029460907,1.7551556084072217e-05,,,,
4,2699,0.8171088695526123,0.5209314227104187,0.5923548936843872,1.7436137568438426e-05,,,,
4,2749,0.6880819201469421,0.4367866516113281,0.502590537071228,1.7318461686954834e-05,,,,
4,2799,0.3321666121482849,0.20688128471374512,0.2505706548690796,1.719856300042011e-05,,,,
4,2849,0.5255193710327148,0.32478833198547363,0.40146201848983765,1.7076481526601128e-05,,,,
4,2899,0.44841426610946655,0.2930430769920349,0.3107423782348633,1.695225182629656e-05,,,,
4,2949,0.5774964094161987,0.3359658122062683,0.48306119441986084,1.682591209828388e-05,,,,
4,2994,,,,,0.10698564350605011,0.4970335066318512,0.3485167324542999,0.21086686849594116
5,2999,0.3332541286945343,0.1781085729598999,0.3102911114692688,1.669750054134056e-05,,,,
5,3049,0.5062687397003174,0.30547186732292175,0.40159380435943604,1.6567058992222883e-05,,,,
5,3099,0.5815708637237549,0.36528831720352173,0.4325651526451111,1.6434625649708323e-05,,,,
5,3149,0.6390611529350281,0.39888590574264526,0.480350524187088,1.630024053156376e-05,,,,
5,3199,0.2618934214115143,0.16790711879730225,0.18797260522842407,1.616394547454547e-05,,,,
5,3249,0.21514591574668884,0.12888383865356445,0.17252415418624878,1.602578049642034e-05,,,,
5,3299,0.1766538918018341,0.10973285883665085,0.13384206593036652,1.588579107192345e-05,,,,
5,3349,0.5864579677581787,0.34807324409484863,0.4767693877220154,1.5744017218821682e-05,,,,
5,3399,0.3466140031814575,0.21482586860656738,0.2635762691497803,1.560050259286072e-05,,,,
5,3449,0.2905465364456177,0.170852929353714,0.23938719928264618,1.5455290849786252e-05,,,,
5,3499,0.3990291357040405,0.24736975133419037,0.3033187687397003,1.5308429283322766e-05,,,,
5,3549,0.48393821716308594,0.3052663207054138,0.35734379291534424,1.5159959730226547e-05,,,,
5,3593,,,,,0.11215311288833618,0.483062207698822,0.3372248709201813,0.20834434032440186
6,3599,0.38854581117630005,0.23801536858081818,0.30106091499328613,1.500992766523268e-05,,,,
6,3649,0.3085484504699707,0.19228973984718323,0.23251739144325256,1.4858380382065661e-05,,,,
6,3699,0.38134104013442993,0.2530394196510315,0.25660327076911926,1.4705363355460577e-05,,,,
6,3749,0.28341013193130493,0.18804198503494263,0.1907362937927246,1.455092387914192e-05,,,,
6,3799,0.20517554879188538,0.13205653429031372,0.1462380290031433,1.439510833733948e-05,,,,
6,3849,0.45425742864608765,0.2819196581840515,0.34467554092407227,1.4237964933272451e-05,,,,
6,3899,0.15574565529823303,0.11223810911178589,0.0870150774717331,1.4079541870160028e-05,,,,
6,3949,0.28048816323280334,0.17926833033561707,0.20243966579437256,1.3919887351221405e-05,,,,
6,3999,0.32317864894866943,0.21021480858325958,0.2259276807308197,1.3759049579675775e-05,,,,
6,4049,0.1781705915927887,0.10421420633792877,0.14791277050971985,1.3597078577731736e-05,,,,
6,4099,0.37439608573913574,0.22475725412368774,0.2992776334285736,1.3434023458103184e-05,,,,
6,4149,0.6378074884414673,0.3857676386833191,0.5040796995162964,1.3269933333504014e-05,,,,
6,4192,,,,,0.10392344743013382,0.4564593434333801,0.31387558579444885,0.19479972124099731
7,4199,0.5362285375595093,0.3287815451622009,0.4148940145969391,1.3104860045132227e-05,,,,
7,4249,0.21660880744457245,0.13762375712394714,0.1579701006412506,1.293885270570172e-05,,,,
7,4299,0.22741256654262543,0.13804765045642853,0.1787298321723938,1.2771962246915791e-05,,,,
7,4349,0.28469711542129517,0.17407971620559692,0.22123482823371887,1.2604240509972442e-05,,,,
7,4399,0.569648265838623,0.3430572748184204,0.45318204164505005,1.243573751708027e-05,,,,
7,4449,0.23340259492397308,0.1523195058107376,0.16216617822647095,1.2266506018931977e-05,,,,
7,4499,0.31139859557151794,0.19704151153564453,0.22871416807174683,1.2096596947230864e-05,,,,
7,4549,0.2694559097290039,0.15873649716377258,0.22143879532814026,1.1926062143174931e-05,,,,
7,4599,0.5218779444694519,0.2956734299659729,0.4524089992046356,1.175495344796218e-05,,,,
7,4649,0.20460155606269836,0.1265430748462677,0.15611697733402252,1.1583324521780014e-05,,,,
7,4699,0.3085173964500427,0.19128234684467316,0.23447009921073914,1.1411226296331733e-05,,,,
7,4749,0.22018927335739136,0.15410363674163818,0.13217127323150635,1.1238712431804743e-05,,,,
7,4791,,,,,0.11253588646650314,0.4801913797855377,0.3416267931461334,0.2107386589050293
8,4799,0.20328831672668457,0.13969841599464417,0.12717978656291962,1.1065835678891744e-05,,,,
8,4849,0.24444012343883514,0.1526830494403839,0.18351414799690247,1.089264787879074e-05,,,,
8,4899,0.15161509811878204,0.08750800043344498,0.12821419537067413,1.0719202691689134e-05,,,,
8,4949,0.12435618788003922,0.0840405523777008,0.08063127100467682,1.0545552868279628e-05,,,,
8,4999,0.14888066053390503,0.10197022557258606,0.09382086992263794,1.0371752068749629e-05,,,,
8,5049,0.2005317062139511,0.13710641860961914,0.12685057520866394,1.0197852134297136e-05,,,,
8,5099,0.24445675313472748,0.15620994567871094,0.17649361491203308,1.0023907634604257e-05,,,,
8,5149,0.23425355553627014,0.14406347274780273,0.18038016557693481,9.849970410868991e-06,,,,
8,5199,0.2493000626564026,0.1641417145729065,0.1703166961669922,9.676095032773446e-06,,,,
8,5249,0.1277579963207245,0.08434190601110458,0.08683216571807861,9.502334251010325e-06,,,,
8,5299,0.07603180408477783,0.057981766760349274,0.036100078374147415,9.328739906777628e-06,,,,
8,5349,0.12660205364227295,0.08140446245670319,0.09039517492055893,9.155366569757462e-06,,,,
8,5390,,,,,0.12803827226161957,0.4953109920024872,0.3525358736515045,0.22464440762996674
9,5399,0.17085762321949005,0.09878335893154144,0.14414852857589722,8.982266081147827e-06,,,,
9,5449,0.19094304740428925,0.11627018451690674,0.14934572577476501,8.809493010630831e-06,,,,
9,5499,0.10615109652280807,0.07275991886854172,0.06678235530853271,8.637098289909773e-06,,,,
9,5549,0.19120125472545624,0.10585193336009979,0.1706986427307129,8.465135579172056e-06,,,,
9,5599,0.07539574056863785,0.04792071506381035,0.0549500547349453,8.293656719615683e-06,,,,
9,5649,0.18067698180675507,0.11460910737514496,0.13213574886322021,8.122715371428058e-06,,,,
9,5699,0.1442526876926422,0.08574502170085907,0.11701533943414688,7.95236246631248e-06,,,,
9,5749,0.18694007396697998,0.13377568125724792,0.10632877051830292,7.78265075496165e-06,,,,
9,5799,0.18672305345535278,0.11882799118757248,0.13579010963439941,7.613632533320924e-06,,,,
9,5849,0.20607221126556396,0.12713520228862762,0.15787401795387268,7.445358733093599e-06,,,,
9,5899,0.11560449004173279,0.08615705370903015,0.05889488011598587,7.277880740730325e-06,,,,
9,5949,0.04367193952202797,0.032384779304265976,0.022574320435523987,7.111249942681752e-06,,,,
9,5989,,,,,0.12287081032991409,0.5020095705986023,0.36612439155578613,0.22692102193832397
10,5999,0.3319079875946045,0.20641669631004333,0.2509825527667999,6.945517725398531e-06,,,,
10,6049,0.07959199696779251,0.06272236257791519,0.03373926505446434,6.780734111089259e-06,,,,
10,6099,0.06916919350624084,0.03904477134346962,0.06024884432554245,6.616949576709885e-06,,,,
10,6149,0.2667559087276459,0.18547455966472626,0.16256271302700043,6.454214144469006e-06,,,,
10,6199,0.1366613209247589,0.08495084941387177,0.10342095792293549,6.292577836575219e-06,,,,
10,6249,0.12619926035404205,0.09683741629123688,0.058723680675029755,6.132090220489772e-06,,,,
10,6299,0.17896637320518494,0.11666125059127808,0.12461023032665253,5.972799499431858e-06,,,,
10,6349,0.19804072380065918,0.13461972773075104,0.12684199213981628,5.8147552408627234e-06,,,,
10,6399,0.16105826199054718,0.10682331025600433,0.1084699034690857,5.658005193254212e-06,,,,
10,6449,0.07082078605890274,0.046228356659412384,0.04918486252427101,5.502597559825517e-06,,,,
10,6499,0.1376342475414276,0.09926740825176239,0.07673367857933044,5.348579634301132e-06,,,,
10,6549,0.09607475250959396,0.04947365075349808,0.09320220351219177,5.195998710405547e-06,,,,
10,6588,,,,,0.12363636493682861,0.5023923516273499,0.36401912569999695,0.2282141000032425
11,6599,0.1415015012025833,0.10935566574335098,0.06429166346788406,5.044901627115905e-06,,,,
11,6649,0.14628557860851288,0.11006978154182434,0.07243159413337708,4.895333859167295e-06,,,,
11,6699,0.18176212906837463,0.11948519945144653,0.1245538666844368,4.747341336042155e-06,,,,
11,6749,0.0787501111626625,0.05525118485093117,0.04699785262346268,4.600969532475574e-06,,,,
11,6799,0.06378266960382462,0.04828615114092827,0.030993031337857246,4.45626346845529e-06,,,,
11,6849,0.13440656661987305,0.08796381205320358,0.09288549423217773,4.313266799726989e-06,,,,
11,6899,0.07893480360507965,0.05653045326471329,0.04480869323015213,4.172023182036355e-06,,,,
11,6949,0.1890125572681427,0.10472816228866577,0.16856880486011505,4.0325762711290736e-06,,,,
11,6999,0.09609638154506683,0.0648677796125412,0.06245719641447067,3.894968358508777e-06,,,,
11,7049,0.10879713296890259,0.07029518485069275,0.07700389623641968,3.7592417356790975e-06,,,,
11,7099,0.11161210387945175,0.07447601109743118,0.07427218556404114,3.6254375572752906e-06,,,,
11,7149,0.16844341158866882,0.11041004955768585,0.11606672406196594,3.4935969779326115e-06,,,,
11,7187,,,,,0.13244019448757172,0.5075598359107971,0.36880382895469666,0.23338299989700317
12,7199,0.13865318894386292,0.09724870324134827,0.0828089714050293,3.3637602427916136e-06,,,,
12,7249,0.20441822707653046,0.13508912920951843,0.13865819573402405,3.2359671422454994e-06,,,,
12,7299,0.07649608701467514,0.04964188113808632,0.05370841175317764,3.1102563298190944e-06,,,,
12,7349,0.1126527488231659,0.07152347266674042,0.08225855231285095,2.9866666864108993e-06,,,,
12,7399,0.07564415037631989,0.06299574673175812,0.025296811014413834,2.865235728677362e-06,,,,
12,7449,0.02160148322582245,0.01917896419763565,0.004845038056373596,2.746000745901256e-06,,,,
12,7499,0.07172828912734985,0.056664738804101944,0.03012709878385067,2.6289978904969757e-06,,,,
12,7549,0.011667551472783089,0.011053238064050674,0.001228627748787403,2.514263087505242e-06,,,,
12,7599,0.24420687556266785,0.14915966987609863,0.19009439647197723,2.401831579845748e-06,,,,
12,7649,0.07800056040287018,0.0680203065276146,0.019960515201091766,2.2917374735698104e-06,,,,
12,7699,0.08173158764839172,0.06436224281787872,0.034738682210445404,2.184014419981395e-06,,,,
12,7749,0.06089944392442703,0.0369909293949604,0.04781702533364296,2.078695615637116e-06,,,,
12,7786,,,,,0.1347368359565735,0.5167464017868042,0.37588515877723694,0.23863643407821655
13,7799,0.044521305710077286,0.036500006914138794,0.016042597591876984,1.975812892851536e-06,,,,
13,7849,0.11028769612312317,0.07903583347797394,0.06250372529029846,1.8753979702523793e-06,,,,
13,7899,0.17701159417629242,0.12232498824596405,0.10937320441007614,1.7774814295989927e-06,,,,
13,7949,0.16106334328651428,0.11629020422697067,0.08954626321792603,1.682093170529697e-06,,,,
13,7999,0.1649123728275299,0.11521671712398529,0.09939131140708923,1.5892622968749492e-06,,,,
13,8049,0.1378512978553772,0.08801805227994919,0.09966649115085602,1.4990173440310173e-06,,,,
13,8099,0.09866966307163239,0.07719813287258148,0.04294306039810181,1.4113858242126298e-06,,,,
13,8149,0.10941022634506226,0.08528508991003036,0.04825027287006378,1.3263944538266514e-06,,,,
13,8199,0.05569559708237648,0.04782971739768982,0.01573175936937332,1.2440692671589204e-06,,,,
13,8249,0.032099176198244095,0.026006650179624557,0.012185050174593925,1.164435502687411e-06,,,,
13,8299,0.09941495209932327,0.06327810138463974,0.07227370142936707,1.08751726202172e-06,,,,
13,8349,0.07881847023963928,0.05664782598614693,0.04434128850698471,1.0133383057109313e-06,,,,
13,8385,,,,,0.13971291482448578,0.522296667098999,0.3770335018634796,0.24321554601192474
14,8399,0.026659343391656876,0.022126223891973495,0.00906624086201191,9.419211437489139e-07,,,,
14,8449,0.03305642679333687,0.028634674847126007,0.008843503892421722,8.73287717695348e-07,,,,
14,8499,0.05117049068212509,0.043500304222106934,0.015340371988713741,8.074588890849554e-07,,,,
14,8549,0.08763154596090317,0.06119176000356674,0.05287957191467285,7.444548941748508e-07,,,,
14,8599,0.12140841782093048,0.08223450928926468,0.0783478170633316,6.842948891971901e-07,,,,
14,8649,0.07051607221364975,0.05397924408316612,0.033073656260967255,6.26997348263103e-07,,,,
14,8699,0.040880706161260605,0.03386085480451584,0.014039704576134682,5.725796654587612e-07,,,,
14,8749,0.02458011731505394,0.023017670959234238,0.003124893642961979,5.210586095927283e-07,,,,
14,8799,0.055972933769226074,0.043439071625471115,0.025067724287509918,4.7244981260519125e-07,,,,
14,8849,0.15380799770355225,0.11324375867843628,0.08112848550081253,4.2676819589360093e-07,,,,
14,8899,0.07898490130901337,0.061622992157936096,0.034723810851573944,3.840277145172877e-07,,,,
14,8949,0.16974258422851562,0.09692081809043884,0.14564353227615356,3.4424141404088004e-07,,,,
14,8984,,,,,0.13626794517040253,0.5213397145271301,0.3781818151473999,0.2404875010251999
15,8999,0.1532786786556244,0.11130110919475555,0.08395512402057648,3.0742145895601425e-07,,,,
15,9049,0.05681413412094116,0.04672572389245033,0.020176824182271957,2.7357910425962473e-07,,,,
15,9099,0.1039997935295105,0.07020765542984009,0.06758428364992142,2.4272469545394415e-07,,,,
15,9149,0.13028842210769653,0.10455624014139175,0.051464371383190155,2.148676685465034e-07,,,,
15,9199,0.05680505931377411,0.04417635127902031,0.0252574160695076,1.900165216284222e-07,,,,
15,9249,0.011511302553117275,0.010876948945224285,0.0012687079142779112,1.6817885750697315e-07,,,,
15,9299,0.08942987024784088,0.0618162676692009,0.055227212607860565,1.4936134107301768e-07,,,,
15,9349,0.09307698905467987,0.07365287840366364,0.03884822875261307,1.3356974193357019e-07,,,,
15,9399,0.0530254989862442,0.04498087614774704,0.016089245676994324,1.208088775683791e-07,,,,
15,9449,0.028730977326631546,0.025794850662350655,0.0058722542598843575,1.1108264885706376e-07,,,,
15,9499,0.05851851403713226,0.04981772601604462,0.017401574179530144,1.0439402586825963e-07,,,,
15,9549,0.06628681719303131,0.058405667543411255,0.015762299299240112,1.0074505496504571e-07,,,,
15,9583,,,,,0.139521524310112,0.5238277316093445,0.3793301582336426,0.24319754540920258
16,9599,0.2197934091091156,0.1516435146331787,0.13629978895187378,1.0000000116860974e-07,,,,
16,9649,0.08814656734466553,0.06939947605133057,0.037494175136089325,1.0000000116860974e-07,,,,
16,9699,0.09825903177261353,0.07087601721286774,0.054766036570072174,1.0000000116860974e-07,,,,
16,9749,0.02063053473830223,0.01984279975295067,0.0015754696214571595,1.0000000116860974e-07,,,,
16,9799,0.1220245286822319,0.0877615213394165,0.0685260146856308,1.0000000116860974e-07,,,,
16,9849,0.1923312246799469,0.12623633444309235,0.1321897655725479,1.0000000116860974e-07,,,,
16,9899,0.01908731646835804,0.01703735627233982,0.004099919460713863,1.0000000116860974e-07,,,,
16,9949,0.138545423746109,0.09953977167606354,0.07801131159067154,1.0000000116860974e-07,,,,
16,9999,0.02966291271150112,0.026316996663808823,0.006691832095384598,1.0000000116860974e-07,,,,
16,10049,0.07065128535032272,0.05676144361495972,0.027779679745435715,1.0000000116860974e-07,,,,
16,10099,0.07139382511377335,0.057943060994148254,0.026901526376605034,1.0000000116860974e-07,,,,
16,10149,0.06146589666604996,0.043908342719078064,0.03511510416865349,1.0000000116860974e-07,,,,
16,10182,,,,,0.13933014869689941,0.5213397145271301,0.3822009563446045,0.24241694808006287
17,10199,0.046395089477300644,0.042060092091560364,0.00866999477148056,1.0000000116860974e-07,,,,
17,10249,0.1012495756149292,0.07434830814599991,0.05380253121256828,1.0000000116860974e-07,,,,
17,10299,0.030086293816566467,0.019025199115276337,0.022122187539935112,1.0000000116860974e-07,,,,
17,10349,0.09121546149253845,0.06428901106119156,0.053852908313274384,1.0000000116860974e-07,,,,
17,10399,0.10732287168502808,0.08140169084072113,0.05184236913919449,1.0000000116860974e-07,,,,
17,10449,0.034018661826848984,0.028017954900860786,0.01200141478329897,1.0000000116860974e-07,,,,
17,10499,0.03004864789545536,0.026714006438851357,0.006669281981885433,1.0000000116860974e-07,,,,
17,10549,0.09595263004302979,0.06480678170919418,0.06229168921709061,1.0000000116860974e-07,,,,
17,10599,0.06980238854885101,0.053957127034664154,0.031690530478954315,1.0000000116860974e-07,,,,
17,10649,0.03995698690414429,0.022798294201493263,0.034317389130592346,1.0000000116860974e-07,,,,
17,10699,0.0647054985165596,0.04976511001586914,0.02988077886402607,1.0000000116860974e-07,,,,
17,10749,0.04798297584056854,0.041314490139484406,0.013336971402168274,1.0000000116860974e-07,,,,
17,10781,,,,,0.1404784619808197,0.5236363410949707,0.3814353942871094,0.24377822875976562
18,10799,0.09204060584306717,0.07177311182022095,0.040534988045692444,1.0000000116860974e-07,,,,
18,10849,0.12372256815433502,0.08658360689878464,0.07427792251110077,1.0000000116860974e-07,,,,
18,10899,0.08227118849754333,0.06550401449203491,0.03353435546159744,1.0000000116860974e-07,,,,
18,10949,0.052886832505464554,0.042804818600416183,0.02016402967274189,1.0000000116860974e-07,,,,
18,10999,0.0683283731341362,0.05093398317694664,0.03478877991437912,1.0000000116860974e-07,,,,
18,11049,0.044191762804985046,0.04120596870779991,0.005971585400402546,1.0000000116860974e-07,,,,
18,11099,0.18786638975143433,0.12844803929328918,0.11883669346570969,1.0000000116860974e-07,,,,
18,11149,0.12769804894924164,0.09685094654560089,0.061694204807281494,1.0000000116860974e-07,,,,
18,11199,0.05786489322781563,0.039806514978408813,0.03611675649881363,1.0000000116860974e-07,,,,
18,11249,0.04756179451942444,0.03476577252149582,0.025592047721147537,1.0000000116860974e-07,,,,
18,11299,0.1803181767463684,0.13510721921920776,0.09042192995548248,1.0000000116860974e-07,,,,
18,11349,0.083040252327919,0.06399571150541306,0.038089074194431305,1.0000000116860974e-07,,,,
18,11380,,,,,0.14181818068027496,0.5198085904121399,0.3829665184020996,0.2439696192741394
19,11399,0.03660542517900467,0.028779469430446625,0.015651913359761238,1.0000000116860974e-07,,,,
19,11449,0.09867993742227554,0.07408174872398376,0.04919637739658356,1.0000000116860974e-07,,,,
19,11499,0.041721079498529434,0.036204688251018524,0.011032781563699245,1.0000000116860974e-07,,,,
19,11549,0.03029726818203926,0.02722858265042305,0.0061373719945549965,1.0000000116860974e-07,,,,
19,11599,0.12678781151771545,0.08035130798816681,0.0928729921579361,1.0000000116860974e-07,,,,
19,11649,0.04926058650016785,0.037365905940532684,0.023789364844560623,1.0000000116860974e-07,,,,
19,11699,0.21650207042694092,0.1307249814271927,0.17155417799949646,1.0000000116860974e-07,,,,
19,11749,0.09175533056259155,0.0633644163608551,0.0567818358540535,1.0000000116860974e-07,,,,
19,11799,0.09773780405521393,0.05826345086097717,0.07894871383905411,1.0000000116860974e-07,,,,
19,11849,0.033043425530195236,0.02657392993569374,0.01293899305164814,1.0000000116860974e-07,,,,
19,11899,0.11104686558246613,0.07843010872602463,0.065233513712883,1.0000000116860974e-07,,,,
19,11949,0.017117654904723167,0.015178075060248375,0.0038791601546108723,1.0000000116860974e-07,,,,
19,11979,,,,,0.13971291482448578,0.5247846841812134,0.38373205065727234,0.24357658624649048
