epoch,step,train/loss,train/lr,val/R@1,val/R@10,val/R@5,val/mAP@10
0,49,3.5390820503234863,1.727879748614214e-06,,,,
0,99,3.4479708671569824,3.388981667740154e-06,,,,
0,149,3.4627537727355957,5.0500834731792565e-06,,,,
0,199,3.080495595932007,6.7111855059920345e-06,,,,
0,249,2.304988384246826,8.372287084057461e-06,,,,
0,299,2.2155163288116455,1.003338911687024e-05,,,,
0,349,2.4699759483337402,1.1694491149683017e-05,,,,
0,399,1.3241875171661377,1.3355592273001093e-05,,,,
0,449,1.9739845991134644,1.5016694305813871e-05,,,,
0,499,1.356898307800293,1.6677795429131947e-05,,,,
0,549,1.360643982887268,1.8338898371439427e-05,,,,
0,598,,,0.06181818246841431,0.3467942476272583,0.22775119543075562,0.13301822543144226
1,599,1.069030523300171,1.9999999494757503e-05,,,,
1,649,1.035927176475525,1.999847881961614e-05,,,,
1,699,1.4440529346466064,1.999391861318145e-05,,,,
1,749,1.1611233949661255,1.9986318875453435e-05,,,,
1,799,0.7225341200828552,1.99756814254215e-05,,,,
1,849,1.3640724420547485,1.9962009901064448e-05,,,,
1,899,1.337716817855835,1.9945311578339897e-05,,,,
1,949,1.1719443798065186,1.9925586457247846e-05,,,,
1,999,1.2697886228561401,1.9902843632735312e-05,,,,
1,1049,0.7312965393066406,1.987709038075991e-05,,,,
1,1099,0.9479907751083374,1.9848333977279253e-05,,,,
1,1149,0.9167889952659607,1.9816581698250957e-05,,,,
1,1197,,,0.10947368294000626,0.455693781375885,0.32382774353027344,0.20108915865421295
2,1199,1.2894114255905151,1.978184445761144e-05,,,,
2,1249,0.6251778602600098,1.974413316929713e-05,,,,
2,1299,0.7485867738723755,1.9703460566233844e-05,,,,
2,1349,0.8841413259506226,1.9659835743368603e-05,,,,
2,1399,0.5655100345611572,1.961327507160604e-05,,,,
2,1449,0.7675307989120483,1.9563789464882575e-05,,,,
2,1499,0.6939778327941895,1.9511398932081647e-05,,,,
